date,name,category,value
2021-01-01,Rostec,Russia,16150
2021-01-01,CETC,China,14040
2021-01-01,CASC,China,13360
2021-01-01,Leonardo,Italy,14530
2021-01-01,L3Harris Technologies,United States,15020
2021-01-01,CASIC,China,12050
2021-01-01,CSSC,China,10180
2021-01-01,Airbus,Trans-European,11080
2021-01-01,Thales,France,9810
2021-01-01,HII,United States,9630
2021-01-01,Leidos,United States,9030
2021-01-01,Dassault Aviation Group,France,6280
2021-01-01,CSGC,China,5540
2021-01-01,Rolls-Royce,United Kingdom,5920
2021-01-01,Booz Allen Hamilton,United States,6300
2021-01-01,Honeywell International,United States,5790
2021-01-01,Safran,France,5070
2021-01-01,Amentum,United States,5640
2021-01-01,MBDA,Trans-European,5070
2021-01-01,AECC,China,4630
2021-01-01,Peraton,United States,5430
2021-01-01,Elbit Systems,Israel,4520
2021-01-01,Naval Group,France,4760
2021-01-01,Rheinmetall,Germany,4620
2021-01-01,CACI International,United States,4870
2021-01-01,General Electric,United States,4650
2021-01-01,Saab,Sweden,3820
2021-01-01,Mitsubishi Heavy Industries,Japan,3360
2021-01-01,United Shipbuilding Corp.,Russia,4170
2021-01-01,Tactical Missiles Corp.,Russia,4140
2021-01-01,Sandia National Laboratories,United States,4380
2021-01-01,Israel Aerospace Industries,Israel,3690
2021-01-01,Science Applications International Corp.,United States,3990
2021-01-01,KBR,United States,3970
2021-01-01,Textron,United States,3770
2021-01-01,Hindustan Aeronautics,India,3320
2021-01-01,Hanwha Aerospace,South Korea,3090
2021-01-01,Babcock International Group,United Kingdom,3250
2021-01-01,KNDS,Trans-European,3090
2021-01-01,Rafael,Israel,2870
2021-01-01,CEA,France,2950
2021-01-01,Fincantieri,Italy,3010
2021-01-01,General Atomics,United States,2890
2021-01-01,Oshkosh Corp.,United States,2840
2021-01-01,Bechtel Corp.,United States,2780
2021-01-01,TransDigm Group,United States,2700
2021-01-01,ThyssenKrupp,Germany,2480
2021-01-01,ASELSAN,Türkiye,2130
2021-01-01,ST Engineering,Singapore,2420
2021-01-01,ManTech International Corp.,United States,2340
2021-01-01,Kawasaki Heavy Industries,Japan,1710
2021-01-01,Jacobs Engineering Group,United States,2290
2021-01-01,NCSIST,Taiwan,1860
2021-01-01,Serco Group,United Kingdom,1960
2021-01-01,Sierra Nevada Corp.,United States,2090
2021-01-01,Bharat Electronics,India,1840
2021-01-01,CNNC,China,1700
2021-01-01,Korea Aerospace Industries,South Korea,1710
2021-01-01,Parker-Hannifin Corp.,United States,2000
2021-01-01,BWX Technologies,United States,1850
2021-01-01,Teledyne Technologies,United States,1840
2021-01-01,Vectrus,United States,1830
2021-01-01,Hensoldt,Germany,1670
2021-01-01,LIG Nex1,South Korea,1510
2021-01-01,Atomic Weapons Establishment,United Kingdom,1620
2021-01-01,QinetiQ,United Kingdom,1580
2021-01-01,Aerojet Rocketdyne,United States,1650
2021-01-01,Eaton,United States,1640
2021-01-01,Fluor Corp.,United States,1610
2021-01-01,Parsons Corp.,United States,1610
2021-01-01,PGZ,Poland,1670
2021-01-01,Fujitsu,Japan,1170
2021-01-01,UkrOboronProm,Ukraine,1460
2021-01-01,Curtiss-Wright Corp.,United States,1550
2021-01-01,CAE,Canada,1320
2021-01-01,Moog,United States,1410
2021-01-01,Hanwha Corp.,South Korea,1180
2021-01-01,Turkish Aerospace Industries,Türkiye,1190
2021-01-01,Amphenol Corp.,United States,1350
2021-01-01,Melrose Industries,United Kingdom,1250
2021-01-01,Kongsberg Gruppen,Norway,1070
2021-01-01,Keysight Technologies,United States,1280
2021-01-01,Ball Corp.,United States,1230
2021-01-01,Navantia,Spain,1110
2021-01-01,Cobham,United Kingdom,1090
2021-01-01,The Aerospace Corp.,United States,1160
2021-01-01,Pacific Architects and Engineers,United States,1100
2021-01-01,ViaSat,United States,1100
2021-01-01,Mitre Corp.,United States,1090
2021-01-01,Mercury Systems,United States,1080
2021-01-01,Howmet Aerospace,United States,1070
2021-01-01,Austal,Australia,940
2022-01-01,Lockheed Martin Corp.,United States,61820
2022-01-01,Raytheon Technologies,United States,41190
2022-01-01,Northrop Grumman Corp.,United States,33620
2022-01-01,Boeing,United States,30500
2022-01-01,General Dynamics Corp.,United States,29270
2022-01-01,BAE Systems,United Kingdom,29150
2022-01-01,NORINCO,China,21130
2022-01-01,AVIC,China,19750
2022-01-01,Rostec,Russia,14550
2022-01-01,CETC,China,14260
2022-01-01,CASC,China,13370
2022-01-01,Leonardo,Italy,13980
2022-01-01,L3Harris Technologies,United States,13150
2022-01-01,Airbus,Trans-European,13090
2022-01-01,CASIC,China,11270
2022-01-01,CSSC,China,10000
2022-01-01,Thales,France,10110
2022-01-01,HII,United States,9110
2022-01-01,Leidos,United States,8580
2022-01-01,Amentum,United States,6830
2022-01-01,Booz Allen Hamilton,United States,6140
2022-01-01,CSGC,China,5630
2022-01-01,Rolls-Royce,United Kingdom,6140
2022-01-01,AECC,China,4920
2022-01-01,Dassault Aviation Group,France,5440
2022-01-01,Elbit Systems,Israel,4710
2022-01-01,CACI International,United States,5020
2022-01-01,Honeywell International,United States,4820
2022-01-01,Rheinmetall,Germany,4970
2022-01-01,Naval Group,France,4860
2022-01-01,General Electric,United States,4590
2022-01-01,Peraton,United States,4590
2022-01-01,MBDA,Trans-European,4740
2022-01-01,United Shipbuilding Corp.,Russia,3700
2022-01-01,KBR,United States,4440
2022-01-01,Safran,France,4510
2022-01-01,Israel Aerospace Industries,Israel,3890
2022-01-01,Sandia National Laboratories,United States,4080
2022-01-01,Science Applications International Corp.,United States,3930
2022-01-01,Saab,Sweden,3760
2022-01-01,Babcock International Group,United Kingdom,3990
2022-01-01,Hanwha Group,South Korea,3740
2022-01-01,Hindustan Aeronautics,India,3470
2022-01-01,Rafael,Israel,3210
2022-01-01,Mitsubishi Heavy Industries,Japan,3140
2022-01-01,KNDS,Trans-European,3470
2022-01-01,Textron,United States,3030
2022-01-01,CEA,France,2990
2022-01-01,Hanwha Aerospace,South Korea,2840
2022-01-01,Fincantieri,Italy,3000
2022-01-01,Bechtel Corp.,United States,2850
2022-01-01,NCSIST,Taiwan,2530
2022-01-01,V2X,United States,2620
2022-01-01,TransDigm Group,United States,2430
2022-01-01,Parker-Hannifin Corp.,United States,2360
2022-01-01,ManTech International Corp.,United States,2280
2022-01-01,ST Engineering,Singapore,2360
2022-01-01,General Atomics,United States,2230
2022-01-01,Oshkosh Corp.,United States,2230
2022-01-01,Jacobs Engineering Group,United States,2180
2022-01-01,Teledyne Technologies,United States,2100
2022-01-01,ASELSAN,Türkiye,2170
2022-01-01,CNNC,China,1860
2022-01-01,ThyssenKrupp,Germany,2110
2022-01-01,Bharat Electronics,India,1930
2022-01-01,Serco Group,United Kingdom,2000
2022-01-01,Kawasaki Heavy Industries,Japan,1770
2022-01-01,Atomic Weapons Establishment,United Kingdom,1930
2022-01-01,LIG Nex1,South Korea,1760
2022-01-01,BWX Technologies,United States,1770
2022-01-01,Hensoldt,Germany,1810
2022-01-01,QinetiQ,United Kingdom,1760
2022-01-01,PGZ,Poland,1890
2022-01-01,Sierra Nevada Corp.,United States,1620
2022-01-01,Korea Aerospace Industries,South Korea,1580
2022-01-01,Parsons Corp.,United States,1600
2022-01-01,Eaton,United States,1580
2022-01-01,Aerojet Rocketdyne,United States,1560
2022-01-01,Baykar,Türkiye,1520
2022-01-01,CAE,Canada,1420
2022-01-01,Curtiss-Wright Corp.,United States,1450
2022-01-01,Moog,United States,1330
2022-01-01,Fujitsu,Japan,1230
2022-01-01,UkrOboronProm,Ukraine,1310
2022-01-01,Kongsberg Gruppen,Norway,1180
2022-01-01,Keysight Technologies,United States,1220
2022-01-01,Amphenol Corp.,United States,1190
2022-01-01,Turkish Aerospace Industries,Türkiye,1170
2022-01-01,United Launch Alliance,United States,1110
2022-01-01,Melrose Industries,United Kingdom,1150
2022-01-01,The Aerospace Corp.,United States,1080
2022-01-01,Fluor Corp.,United States,1070
2022-01-01,Mitre Corp.,United States,1060
2022-01-01,Navantia,Spain,1050
2022-01-01,Austal,Australia,990
2022-01-01,Mazagon Dock Shipbuilders,India,970
2022-01-01,Mercury Systems,United States,1000
2022-01-01,Diehl,Germany,1040
2022-01-01,Ball Corp.,United States,970
2022-01-01,Ultra Electronics Group,United Kingdom,1010
2023-01-01,Lockheed Martin Corp.,United States,60810
2023-01-01,RTX,United States,40660
2023-01-01,Northrop Grumman Corp.,United States,35570
2023-01-01,Boeing,United States,31100
2023-01-01,General Dynamics Corp.,United States,30200
2023-01-01,BAE Systems,United Kingdom,29810
2023-01-01,Rostec,Russia,21730
2023-01-01,AVIC,China,20850
2023-01-01,NORINCO,China,20560
2023-01-01,CETC,China,16050
2023-01-01,L3Harris Technologies,United States,14760
2023-01-01,Airbus,Trans-European,12890
2023-01-01,Leonardo,Italy,12390
2023-01-01,CASC,China,12350
2023-01-01,CSSC,China,11480
2023-01-01,Thales,France,10350
2023-01-01,HII,United States,9280
2023-01-01,CASIC,China,8850
2023-01-01,Leidos,United States,8730
2023-01-01,Booz Allen Hamilton,United States,6900
2023-01-01,Amentum,United States,6450
2023-01-01,Rolls-Royce,United Kingdom,6290
2023-01-01,AECC,China,5780
2023-01-01,Hanwha Group,South Korea,5710
2023-01-01,CACI International,United States,5700
2023-01-01,Rheinmetall,Germany,5480
2023-01-01,Elbit Systems,Israel,5380
2023-01-01,CSGC,China,5130
2023-01-01,Honeywell International,United States,4990
2023-01-01,MBDA,Trans-European,4760
2023-01-01,General Electric,United States,4710
2023-01-01,Naval Group,France,4550
2023-01-01,Safran,France,4510
2023-01-01,Israel Aerospace Industries,Israel,4490
2023-01-01,Saab,Sweden,4360
2023-01-01,KBR,United States,4230
2023-01-01,Sandia National Laboratories,United States,4200
2023-01-01,Babcock International Group,United Kingdom,4030
2023-01-01,Mitsubishi Heavy Industries,Japan,3890
2023-01-01,Science Applications International Corp.,United States,3870
2023-01-01,United Shipbuilding Corp.,Russia,3770
2023-01-01,Rafael,Israel,3730
2023-01-01,Hindustan Aeronautics,India,3710
2023-01-01,V2X,United States,3410
2023-01-01,KNDS,Trans-European,3340
2023-01-01,Dassault Aviation Group,France,3220
2023-01-01,NCSIST,Taiwan,3220
2023-01-01,Bechtel Corp.,United States,2970
2023-01-01,Textron,United States,2940
2023-01-01,CEA,France,2900
2023-01-01,Fincantieri,Italy,2820
2023-01-01,Parker-Hannifin Corp.,United States,2600
2023-01-01,TransDigm Group,United States,2570
2023-01-01,ASELSAN,Türkiye,2440
2023-01-01,Jacobs Engineering Group,United States,2350
2023-01-01,Korea Aerospace Industries,South Korea,2290
2023-01-01,Serco Group,United Kingdom,2280
2023-01-01,ST Engineering,Singapore,2230
2023-01-01,Atomic Weapons Establishment,United Kingdom,2230
2023-01-01,JSC Ukrainian Defense Industry,Ukraine,2210
2023-01-01,General Atomics,United States,2120
2023-01-01,Teledyne Technologies,United States,2110
2023-01-01,Oshkosh Corp.,United States,2100
2023-01-01,PGZ,Poland,2060
2023-01-01,Kawasaki Heavy Industries,Japan,2060
2023-01-01,ThyssenKrupp,Germany,1990
2023-01-01,Bharat Electronics,India,1940
2023-01-01,Sierra Nevada Corp.,United States,1930
2023-01-01,Baykar,Türkiye,1900
2023-01-01,BWX Technologies,United States,1890
2023-01-01,Fujitsu,Japan,1850
2023-01-01,QinetiQ,United Kingdom,1850
2023-01-01,Hensoldt,Germany,1850
2023-01-01,CNNC,China,1840
2023-01-01,Parsons Corp.,United States,1840
2023-01-01,LIG Nex1,South Korea,1770
2023-01-01,Eaton,United States,1710
2023-01-01,Turkish Aerospace Industries,Türkiye,1700
2023-01-01,Curtiss-Wright Corp.,United States,1580
2023-01-01,Kongsberg Gruppen,Norway,1500
2023-01-01,Amphenol Corp.,United States,1380
2023-01-01,CAE,Canada,1370
2023-01-01,Diehl,Germany,1350
2023-01-01,Keysight Technologies,United States,1250
2023-01-01,Moog,United States,1240
2023-01-01,ViaSat,United States,1230
2023-01-01,Hyundai Rotem,South Korea,1210
2023-01-01,Navantia,Spain,1190
2023-01-01,Czechoslovak Group,Czechia,1190
2023-01-01,Melrose Industries,United Kingdom,1190
2023-01-01,NEC Corp.,Japan,1140
2023-01-01,Fluor Corp.,United States,1110
2023-01-01,Mitre Corp.,United States,1100
2023-01-01,Mazagon Dock Shipbuilders,India,1090
2023-01-01,The Aerospace Corp.,United States,1060
2023-01-01,Mitsubishi Electric Corp.,Japan,1050
2023-01-01,HEICO Corp.,United States,1040
2023-01-01,United Launch Alliance,United States,1030
2023-01-01,Howmet Aerospace,United States,1020
2023-01-01,TTM Technologies,United States,1010
